,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference
0,2004-04-13 04:20:10,1081801210.0,aa,0.595,34.26,0.0,1129.439941,0.0,0.0
1,2004-09-09 16:15:45,1094717745.0,aa,0.561,32.89,-3.9988324576765835,1118.380005,-0.9792407368033841,-3.0195917208731995
2,2004-11-24 10:37:20,1101263840.0,aa,0.53,33.58,-1.9848219497956794,1181.76001,4.6323905416056,-6.61721249140128
3,2004-12-05 00:36:42,1102178202.0,aa,0.53,32.86,-4.086398131932278,1190.329956,5.391168913867899,-9.477567045800178
4,2005-01-13 07:18:32,1105571912.0,aa,0.457,29.43,-14.098073555166371,1177.449951,4.250780254635953,-18.348853809802325
5,2005-02-07 03:48:37,1107719317.0,aa,0.457,29.37,-14.27320490367775,1201.719971,6.399634666364247,-20.672839570041997
6,2005-05-22 08:48:23,1116722903.0,aa,0.543,27.45,-19.87740805604203,1191.079956,5.457573507222014,-25.334981563264044
7,2006-06-20 04:32:21,1150749141.0,aa,0.526,29.1,-15.061295971978975,1240.119995,9.799551971041895,-24.86084794302087
8,2007-01-25 19:09:37,1169723377.0,aa,0.494,31.46,-8.172796263864557,1423.900024,26.07133609417837,-34.244132358042926
9,2007-02-23 09:03:42,1172192622.0,aa,0.494,34.75,1.4302393461763048,1451.189941,28.48757054891509,-27.057331202738787
10,2007-05-16 21:12:47,1179321167.0,aa,0.494,39.04,13.952130764740225,1514.140015,34.06113596969029,-20.109005204950066
11,2007-06-22 06:39:12,1182465552.0,aa,0.503,40.34,17.746643315820215,1502.560059,33.03585294403891,-15.289209628218693
12,2007-10-11 20:57:59,1192107479.0,aa,0.47,38.08,11.150029188558088,1554.410034,37.626621617766915,-26.47659242920883
13,2008-01-23 16:05:53,1201075553.0,aa,0.499,28.04,-18.155283129013426,1338.599976,18.518916093476445,-36.674199222489875
14,2008-10-28 00:52:22,1225126342.0,aa,0.672,9.04,-73.61354349095154,940.51001,-16.727753653967874,-56.88578983698367
15,2008-12-05 01:03:15,1228410195.0,aa,0.672,8.06,-76.47402218330413,876.070007,-22.433236580571755,-54.04078560273237
16,2008-12-06 09:33:46,1228527226.0,aa,0.672,8.15,-76.21132516053707,870.73999,-22.905153395845776,-53.3061717646913
17,2008-12-18 10:54:07,1229568847.0,aa,0.672,10.35,-69.78984238178634,885.2800289999999,-21.617786226315168,-48.172056155471175
18,2009-03-09 18:17:50,1236593870.0,aa,0.672,5.49,-83.97548161120841,676.530029,-40.10039804321035,-43.87508356799806
19,2003-12-07 10:36:10,1070764570.0,aapl,0.072,20.85,0.0,1069.719971,0.0,0.0
20,2004-02-03 07:33:34,1075764814.0,aapl,0.07,22.32,7.05035971223021,1136.030029,6.198823972409507,0.8515357398207035
21,2004-06-03 01:20:38,1086196838.0,aapl,0.0,28.92,38.705035971223026,1116.640015,4.3861987503269635,34.318837220896064
22,2004-08-10 02:02:44,1092074564.0,aapl,0.0,30.3,45.32374100719424,1079.040039,0.8712624100387102,44.45247859715553
23,2004-10-12 05:40:57,1097530857.0,aapl,0.0,38.59,85.08393285371703,1121.839966,4.8723026972448675,80.21163015647217
24,2004-12-04 14:16:51,1102141011.0,aapl,0.0,62.68,200.62350119904076,1191.369995,11.372137316112614,189.25136388292816
25,2005-01-26 15:16:47,1106723807.0,aapl,0.0,71.94,245.03597122302153,1174.069946,9.754887057259594,235.28108416576194
26,2005-02-04 03:07:08,1107457628.0,aapl,0.0,77.81,273.18944844124695,1203.030029,12.46214538514959,260.72730305609736
27,2005-03-01 10:36:03,1109644563.0,aapl,0.0,44.86,115.15587529976017,1210.410034,13.152046032054496,102.00382926770567
28,2005-12-17 11:55:53,1134791753.0,aapl,0.0,71.11,241.05515587529976,1272.73999,18.978800480859682,222.07635539444007
29,2006-01-25 09:43:52,1138153432.0,aapl,0.0,76.04,264.70023980815347,1264.680054,18.22533824602214,246.47490156213132
30,2006-02-03 13:49:59,1138945799.0,aapl,0.0,72.1,245.80335731414863,1264.030029,18.164572343017426,227.6387849711312
31,2006-02-07 09:17:30,1139275050.0,aapl,0.0,67.3,222.78177458033568,1254.780029,17.299860058422713,205.48191452191296
32,2006-02-17 15:01:01,1140159661.0,aapl,0.0,70.21,236.73860911270975,1287.23999,20.33429541346761,216.40431369924215
33,2007-02-17 21:52:03,1171720323.0,aapl,0.0,84.83,306.8585131894484,1455.300049,36.04495460990136,270.813558579547
34,2007-02-19 17:27:55,1171877275.0,aapl,0.0,84.83,306.8585131894484,1455.540039,36.067389453272156,270.79112373617625
35,2008-01-23 06:28:45,1201040925.0,aapl,0.0,155.64,646.4748201438848,1338.599976,25.135550638420302,621.3392695054645
36,2008-10-27 05:55:02,1225058102.0,aapl,0.0,96.38,362.2541966426858,848.919983,-20.64091481750975,382.89511146019555
37,2008-10-29 21:14:51,1225286091.0,aapl,0.0,104.55,401.4388489208632,930.090027,-13.052943553953714,414.4917924748169
38,2008-10-31 22:34:03,1225463643.0,aapl,0.0,107.59,416.01918465227817,968.75,-9.438916140418584,425.45810079269677
39,2008-12-03 23:41:54,1228318914.0,aapl,0.0,95.9,359.9520383693046,870.73999,-18.601127995580814,378.55316636488544
40,2008-12-07 14:27:24,1228631244.0,aapl,0.0,94.0,350.8393285371703,845.2199710000001,-20.986800853136533,371.8261293903068
41,2008-12-16 01:57:34,1229363854.0,aapl,0.0,94.75,354.43645083932853,913.179993,-14.633734271003904,369.07018511033243
42,2008-12-17 02:12:01,1229451121.0,aapl,0.0,95.43,357.6978417266187,904.419983,-15.45264110994147,373.1504828365602
43,2009-01-01 01:31:55,1230744715.0,aapl,0.0,85.35,309.3525179856115,869.419983,-18.724525430029573,328.07704341564107
44,2009-01-12 07:25:12,1231716312.0,aapl,0.0,90.58,334.4364508393285,870.26001,-18.645997682322417,353.0824485216509
45,2003-10-26 16:06:32,1067155592.0,abc,0.592,57.01,0.0,1033.77002,0.0,0.0
46,2004-01-28 07:37:34,1075246654.0,abc,0.429,56.36,-1.14015085072794,1128.47998,9.161608304330604,-10.301759155058544
47,2004-05-16 19:24:15,1084706655.0,abc,0.412,58.97,3.4379933345027203,1096.439941,6.062269149573535,-2.6242758150708143
48,2004-10-20 01:31:26,1098207086.0,abc,0.331,52.1,-8.612524118575683,1103.660034,6.760692673211792,-15.373216791787474
49,2005-01-08 07:45:42,1105141542.0,abc,0.332,57.9,1.5611296263813377,1183.73999,14.507092206059536,-12.945962579678199
50,2005-03-30 19:52:42,1112183562.0,abc,0.291,55.44,-2.753902824065954,1181.410034,14.281707840589156,-17.03561066465511
51,2005-05-26 01:50:44,1117043444.0,abc,0.23,65.93,15.646377828451167,1197.619995,15.849751088738294,-0.20337326028712788
52,2005-12-04 08:46:13,1133657173.0,abc,0.223,79.46,39.379056305911234,1264.670044,22.335724535714437,17.043331770196797
53,2007-02-20 06:12:02,1171923122.0,abc,0.308,54.9,-3.701105069286089,1459.680054,41.19968907591265,-44.90079414519874
54,2007-04-05 16:11:07,1175760667.0,abc,0.308,53.94,-5.385020171899668,1443.76001,39.659690459972914,-45.04471063187258
55,2008-01-23 20:34:05,1201091645.0,abc,0.396,45.55,-20.101736537449572,1338.599976,29.487211865555945,-49.58894840300552
56,2009-02-09 08:47:34,1234140454.0,abc,0.396,38.76,-32.01192773197685,869.8900150000001,-15.852655990159192,-16.159271741817655
57,2004-09-20 13:31:02,1095658262.0,abt,0.543,42.92,0.0,1122.199951,0.0,0.0
58,2004-10-23 22:48:08,1098542888.0,abt,0.543,40.86,-4.7996272134203215,1103.660034,-1.6521045989601955,-3.147522614460126
59,2005-01-25 12:44:11,1106628251.0,abt,0.508,45.93,7.013047530288905,1168.410034,4.117811888943839,2.8952356413450655
60,2005-02-28 19:21:54,1109589714.0,abt,0.508,45.61,6.267474370922642,1203.599976,7.253611526846333,-0.9861371559236911
61,2006-06-17 18:01:01,1150538461.0,abt,0.436,42.78,-0.3261882572227413,1230.040039,9.609703502829676,-9.935891760052417
62,2006-07-18 12:32:14,1153197134.0,abt,0.436,44.48,3.63466915191052,1236.859985,10.217433524019107,-6.582764372108587
63,2007-01-13 21:19:42,1168694382.0,abt,0.604,50.45,17.544268406337373,1414.849976,26.078242539506213,-8.53397413316884
64,2007-03-23 02:47:40,1174589260.0,abt,0.883,54.5,26.980428704566627,1436.109985,27.972736384480555,-0.9923076799139281
65,2007-04-10 20:13:09,1176207189.0,abt,0.883,57.11,33.06150978564771,1448.390015,29.06701820021732,3.9944915854303886
66,2007-06-03 02:36:35,1180809395.0,abt,0.871,56.3,31.174277726001854,1530.619995,36.394587580943494,-5.22030985494164
67,2008-01-23 23:41:45,1201102905.0,abt,0.784,57.97,35.06523765144454,1338.599976,19.283553239078685,15.781684412365856
68,2008-04-28 03:46:55,1209325615.0,abt,0.687,51.28,19.478098788443614,1396.369995,24.43147887822354,-4.953380089779927
69,2008-10-23 21:57:42,1224770262.0,abt,0.732,55.02,28.191985088536814,908.1099849999999,-19.077702312250423,47.269687400787234
70,2008-12-25 05:30:56,1230154256.0,abt,0.546,52.65,22.67008387698042,871.6300050000001,-22.32845811272005,44.99854198970047
71,2004-08-16 22:53:27,1092668007.0,ace,0.26,39.1,0.0,1079.339966,0.0,0.0
72,2004-10-10 11:27:42,1097378862.0,ace,0.26,41.04,4.961636828644496,1130.650024,4.753836568301412,0.20780026034308374
73,2005-01-13 13:27:29,1105594049.0,ace,0.21,42.76,9.360613810741679,1177.449951,9.089813042279216,0.2708007684624629
74,2007-02-20 18:32:05,1171967525.0,ace,0.171,58.6,49.87212276214834,1459.680054,35.238210386068474,14.633912376079863
75,2007-04-05 15:54:06,1175759646.0,ace,0.171,57.24,46.39386189258312,1443.76001,33.76323081508129,12.630631077501825
76,2008-01-23 21:48:58,1201096138.0,ace,0.154,59.98,53.40153452685421,1338.599976,24.020236270950793,29.38129825590342
77,2003-12-15 23:12:24,1071501144.0,aci,1.074,30.78,0.0,1068.040039,0.0,0.0
78,2005-01-24 04:33:07,1106512387.0,aci,1.18,34.52,12.150747238466543,1163.75,8.961270879845735,3.1894763586208086
79,2005-02-05 03:36:51,1107545811.0,aci,1.18,38.4,24.75633528265106,1193.189941,11.717716324303467,13.038618958347595
80,2005-03-30 06:50:28,1112136628.0,aci,0.936,41.15,33.69070825211175,1181.410034,10.614770126609459,23.07593812550229
81,2006-05-24 04:17:01,1148415421.0,aci,0.854,46.39,50.71474983755685,1258.569946,17.83921014594099,32.87553969161586
82,2007-03-11 21:41:07,1173620467.0,aci,0.86,30.08,-2.274204028590003,1401.890015,31.258189188542207,-33.53239321713221
83,2007-04-07 18:52:27,1175943147.0,aci,0.86,33.93,10.233918128654967,1439.369995,34.767419051787066,-24.5335009231321
84,2008-03-02 17:50:27,1204451427.0,aci,0.851,51.09,65.98440545808968,1367.680054,28.055129401380054,37.929276056709625
85,2008-06-05 02:23:56,1212603836.0,aci,0.899,67.52,119.3632228719948,1404.050049,31.460431981052352,87.90279089094244
86,2008-10-08 20:51:28,1223470288.0,aci,0.772,25.11,-18.421052631578952,984.9400019999999,-7.780610648062048,-10.640441983516904
87,2008-12-05 05:35:57,1228426557.0,aci,0.767,11.93,-61.241065627030544,876.070007,-17.97404825569465,-43.267017371335896
88,2003-11-08 10:24:47,1068258287.0,acn,0.076,25.05,0.0,1051.810059,0.0,0.0
89,2004-12-10 06:26:24,1102631184.0,acn,0.023,26.2,4.590818363273447,1188.0,12.948149700097144,-8.357331336823696
90,2005-02-10 03:10:56,1107976256.0,acn,0.023,25.51,1.8363273453093847,1197.01001,13.804769193598295,-11.96844184828891
91,2005-04-04 05:07:40,1112562460.0,acn,0.023,24.44,-2.43512974051896,1176.119995,11.818667727725174,-14.253797468244134
92,2005-09-04 02:06:58,1125770818.0,acn,0.04,25.31,1.037924151696599,1221.589966,16.14168884840453,-15.103764696707932
93,2006-06-03 23:44:14,1149349454.0,acn,0.045,27.89,11.337325349301395,1270.089966,20.752787552490986,-9.415462203189591
94,2006-08-22 00:50:41,1156179041.0,acn,0.034,28.57,14.051896207584827,1298.819946,23.48426741942769,-9.432371211842865
95,2006-08-22 06:44:05,1156200245.0,acn,0.034,28.57,14.051896207584827,1298.819946,23.48426741942769,-9.432371211842865
96,2006-08-27 03:22:58,1156620178.0,acn,0.034,28.36,13.21357285429141,1296.060059,23.221873370579736,-10.008300516288326
97,2006-11-02 16:40:55,1162456855.0,acn,0.027,32.96,31.57684630738523,1367.339966,29.998753510684967,1.5780927967002647
98,2006-11-11 01:01:42,1163178102.0,acn,0.027,33.87,35.20958083832334,1385.719971,31.746217783604607,3.4633630547187337
99,2006-12-03 00:17:12,1165076232.0,acn,0.027,33.81,34.970059880239525,1400.630005,33.16377733938368,1.8062825408558467
100,2007-03-14 19:10:39,1173870639.0,acn,0.018,35.39,41.27744510978044,1387.170044,31.88408231414338,9.393362795637056
